event_log_index,block_number,transaction_hash,asset_in,asset_out,from,to,amount_out,amount_in,protocol,metadata
8,21519401,0xe23f82774bf2b7f02246b8a12f5bdc4dd35ba8af501e2386ff232c0748ddeada,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x88909d489678dd17aa6d9609f89b0419bf78fd9a,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,7788833753841015780642,267139114610982912,UniswapV2,"{""tick"":-102572,""liquidity"":""1.697021130813413207376e+21"",""squareRootPriceX96"":""4.69556128043760935051880437e+26""}"
21,21519401,0x3c742e897a5712b20e2a9e6802a72efc5667fd0009b51893f0281c2658f03407,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x88909d489678dd17aa6d9609f89b0419bf78fd9a,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,7788833753841015780642,267139114610982912,UniswapV2,"{""tick"":-102572,""liquidity"":""1.697021130813413207376e+21"",""squareRootPriceX96"":""4.69556128043760935051880437e+26""}"
33,21519401,0x194d2b92eeb0cb46bb01a74e490155cd5e9985bc5816a0f22f65e421b1a5db52,0x88909d489678dd17aa6d9609f89b0419bf78fd9a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,268215837142286337,7788832544591321321614,UniswapV2,"{""tick"":-103009,""liquidity"":""1.697021130813413207376e+21"",""squareRootPriceX96"":""4.59407914069317948165447386e+26""}"
3,21519402,0xc91446cd0063ed15fa0e147776a9601fb97a1d3c98b330f5b661e620518c266b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd4f4d0a10bcae123bb6655e8fe93a30d01eebd04,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,425782981085364224,101456167895040,UniswapV2,null
17,21519402,0x5b437b0297ac29488e4d2046c158c72be7c20bf7fa305e2e31e29dd04d882f50,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd4f4d0a10bcae123bb6655e8fe93a30d01eebd04,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,425782981085364224,101456167895040,UniswapV2,null
23,21519402,0xbf3db76a06fc68b0757ef44896b6b31136d324d9fa8f5fcae7c3fa8a58e4d871,0xd4f4d0a10bcae123bb6655e8fe93a30d01eebd04,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,101477671305216,419470135074488320,UniswapV2,null
3,21519404,0xe9a4346f569d9404ed33ff7fa62c8d749f265639e58ce4ae3f982684afc33cab,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x8f66cf0f1db84f8ee2a46352409370a69ae4e059,0x8af9ca49688e52787f31742dc259002148efaa62,0x8af9ca49688e52787f31742dc259002148efaa62,597851106776711168,206969419555930112,UniswapV2,null
9,21519404,0xeecd8351da4ace600ccbcbba542f483192fa037a319be5e3835db034adb7d80f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x8f66cf0f1db84f8ee2a46352409370a69ae4e059,0x8af9ca49688e52787f31742dc259002148efaa62,0x8af9ca49688e52787f31742dc259002148efaa62,597851106776711168,206969419555930112,UniswapV2,null
14,21519404,0x8784ff9a51c1e8bcfd9e19fbf3c43fc5637ab2e2a01b8b8f95e29b5ddfd57e0c,0x8f66cf0f1db84f8ee2a46352409370a69ae4e059,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x8af9ca49688e52787f31742dc259002148efaa62,0x8af9ca49688e52787f31742dc259002148efaa62,218012544978124800,597851106776711168,UniswapV2,null
3,21519405,0x32c4b0993161ee681f5e33c0b735ed828ec617949ae587674d9e83f020d3434e,0x8f66cf0f1db84f8ee2a46352409370a69ae4e059,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,457910861776814080,1320007784099479552,UniswapV2,null
12,21519405,0x92bc8558e52b4bb98f7c437baed11b0a5db6b43d5b98363f19e1a4a292842b64,0x8f66cf0f1db84f8ee2a46352409370a69ae4e059,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,457910861776814080,1320007784099479552,UniswapV2,null
24,21519405,0x5e8e44a3501ee39bd05e8473eb06f41cf9ff30bea720d1966a0742d9483e1357,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x8f66cf0f1db84f8ee2a46352409370a69ae4e059,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,1320199945231269888,452924890077462528,UniswapV2,null
7,21519405,0x32c4b0993161ee681f5e33c0b735ed828ec617949ae587674d9e83f020d3434e,0x03aa6298f1370642642415edc0db8b957783e8d6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,42818127388852879360,34305689157369856,UniswapV2,null
19,21519405,0x3ea7cdfe7022d323a0dad661632c74e2c0bff3fd812f90ddb0273c69e3e65619,0x03aa6298f1370642642415edc0db8b957783e8d6,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,42818127388852879360,34305689157369856,UniswapV2,null
28,21519405,0x5e8e44a3501ee39bd05e8473eb06f41cf9ff30bea720d1966a0742d9483e1357,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x03aa6298f1370642642415edc0db8b957783e8d6,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,34822622814404608,42818126289341251584,UniswapV2,null
3,21519408,0x3e284b8eb8c54989b14dec97a3ecabd4b96335a7eff382cb4efa11949b098dc3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x009c1be34e50826f537f969e2a6f5236494e73da,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,147359004320858112,33013472428032,UniswapV2,null
15,21519408,0x68c2ae12111a0bd419a35505c44671077e2e13c45e0b9b817c6cefd95906bd10,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x009c1be34e50826f537f969e2a6f5236494e73da,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,147359004320858112,33013472428032,UniswapV2,null
39,21519408,0xff412e4dd4c3efa80829942ff7aca3fb97031bb5b31e59526a9763a1cb4e01cf,0x009c1be34e50826f537f969e2a6f5236494e73da,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,33062012649472,134224938495115264,UniswapV2,null
7,21519408,0x3e284b8eb8c54989b14dec97a3ecabd4b96335a7eff382cb4efa11949b098dc3,0xe67b191ca357085f3dee2faf1790b0ff3d51a8a4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,439566395736753963008,57911830747545600,UniswapV2,null
26,21519408,0x48d3d3d0e933c51157f9f78024dd79bb54faa892995fb80ac00999b61c77670b,0xe67b191ca357085f3dee2faf1790b0ff3d51a8a4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,439566395736753963008,57911830747545600,UniswapV2,null
43,21519408,0xff412e4dd4c3efa80829942ff7aca3fb97031bb5b31e59526a9763a1cb4e01cf,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xe67b191ca357085f3dee2faf1790b0ff3d51a8a4,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,61612529171824640,439566394637242335232,UniswapV2,null
10,21519408,0x3e284b8eb8c54989b14dec97a3ecabd4b96335a7eff382cb4efa11949b098dc3,0x3073f7aaa4db83f95e9fff17424f71d4751a3073,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,12299023774624209960961,170280873167286993,UniswapV2,"{""tick"":111809,""liquidity"":""4.497463098739713016659e+21"",""squareRootPriceX96"":""2.1216715918395936219611431207384e+31""}"
32,21519408,0xf260ac7ec41fb5249b738dde91eb379ac36762bdb45ea97f2e055a1626138aa9,0x3073f7aaa4db83f95e9fff17424f71d4751a3073,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,12299023774624209960961,170280873167286993,UniswapV2,"{""tick"":111809,""liquidity"":""4.497463098739713016659e+21"",""squareRootPriceX96"":""2.1216715918395936219611431207384e+31""}"
46,21519408,0xff412e4dd4c3efa80829942ff7aca3fb97031bb5b31e59526a9763a1cb4e01cf,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x3073f7aaa4db83f95e9fff17424f71d4751a3073,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,173252921611706493,12299023493149233250304,UniswapV2,"{""tick"":111780,""liquidity"":""4.497463098739713016659e+21"",""squareRootPriceX96"":""2.1185932997189998081696089899413e+31""}"
81,21519409,0xe3cb42d4df664bcb18c9b7705cb7e12d3d42f1cb9d48ba762dd8d87aebd82a46,0xf477ac7719e2e659001455cdda0cc8f3ad10b604,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x000000d40b595b94918a28b27d1e2c66f43a51d3,0x000000d40b595b94918a28b27d1e2c66f43a51d3,698759632524410880,66920181724374336798720,UniswapV2,null
85,21519409,0x041ae66759910ecece404e65002621a46d08649fff450987d6f6ffe34c9688db,0xf477ac7719e2e659001455cdda0cc8f3ad10b604,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x000000d40b595b94918a28b27d1e2c66f43a51d3,0x000000d40b595b94918a28b27d1e2c66f43a51d3,698759632524410880,66920181724374336798720,UniswapV2,null
95,21519409,0x1d972c097148dc799945d1eaa1a625d3a0dfeb490363590bc87095869b48f3e0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xf477ac7719e2e659001455cdda0cc8f3ad10b604,0x000000d40b595b94918a28b27d1e2c66f43a51d3,0x000000d40b595b94918a28b27d1e2c66f43a51d3,66920181442899360088064,695509158325125120,UniswapV2,null
85,21519410,0xd5de992eeea4ab51305ede85e6619db348d2ef0183c5dda7b9b9704eff1472a2,0x97de57ec338ab5d51557da3434828c5dbfada371,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,79913991165444096,489853853471080448,UniswapV2,null
100,21519410,0x5f8a40f641d114755693476d72aa58975110231eb8da0efc80b7d046bae6a5d4,0x97de57ec338ab5d51557da3434828c5dbfada371,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,79913991165444096,489853853471080448,UniswapV2,null
109,21519410,0xa9ca864a4d2376925c2520e9cd6b797db690beea5b8d5f8033810892da8e5068,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x97de57ec338ab5d51557da3434828c5dbfada371,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,489859063266410496,79183361393819648,UniswapV2,null
12,21519418,0x7cb161d10f1e0ce3b1c23958d77243ca7ca069b4d8c02063d18bc008965fc0b5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc785698504a70be37d0e939a4c5326f8eddd5beb,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,17334822240256,135039459581231104,UniswapV2,null
17,21519418,0xf2052449cd4cab4c23e5a24075a794b00c1edf12085d23013c0e120cf7ece728,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc785698504a70be37d0e939a4c5326f8eddd5beb,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,17334822240256,135039459581231104,UniswapV2,null
23,21519418,0x13d423dfc9e08b20ef13ba746d4ed55ca68d5fa3110c44e91fa0934f392ef8b6,0xc785698504a70be37d0e939a4c5326f8eddd5beb,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,138854528706412544,17334822174720,UniswapV2,null
77,21519420,0xe47b66333ebfe60afc8feafc8c74d0254ef7eb78b51596e7bee5d8ef013fe1fc,0x6fc13eace26590b80cccab1ba5d51890577d83b2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,77118402908389376,160303337963520,SushiSwap,null
82,21519420,0x6e31a864af37927c5208f4d621fb3268001fd9e22ebead6131b7d2cbb26c65f9,0x6fc13eace26590b80cccab1ba5d51890577d83b2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,77118402908389376,160303337963520,SushiSwap,null
92,21519420,0x854791a47e716a4a744aeb92642054e34577a93feadf89f440e46b8a9443f05a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x6fc13eace26590b80cccab1ba5d51890577d83b2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,160327970324480,75742832257662976,SushiSwap,null
6,21519421,0xcd344e2760db8ffe257e80f8b1be295894224103984fa1f09a5ad000c589d90e,0x8f66cf0f1db84f8ee2a46352409370a69ae4e059,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,338559204220469248,1015420664951078912,UniswapV2,null
12,21519421,0xea90d6de166b2aacced9fe7afede81c2b8ca13f85ae0e1315e1b4dce3fa62f7a,0x8f66cf0f1db84f8ee2a46352409370a69ae4e059,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,338559204220469248,1015420664951078912,UniswapV2,null
18,21519421,0x15ef1e1c04167357c33b1865f92e7273da2a1235758587ac38549c7daa3e2578,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x8f66cf0f1db84f8ee2a46352409370a69ae4e059,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,1015486919116587008,336502215533395968,UniswapV2,null
3,21519425,0xddf4e48321008f1b71b6430464742bcbdfc0b7ab7b4bd2af33a00d011e852753,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5200b34e6a519f289f5258de4554ebd3db12e822,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,202376887010741168,326161896262598656,UniswapV2,null
15,21519425,0xe2155f9c55a51caabe42b8082b5fef8af3e7479201021dd91fbcd76a10b54ecb,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5200b34e6a519f289f5258de4554ebd3db12e822,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,202376887010741168,326161896262598656,UniswapV2,null
20,21519425,0x5ab0b1faacd7e0410e5a543a78b31adce553042d45fff9415766e51ffd57c6bf,0x5200b34e6a519f289f5258de4554ebd3db12e822,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,351656152083202049,202376881333374428,UniswapV2,null
6,21519425,0xddf4e48321008f1b71b6430464742bcbdfc0b7ab7b4bd2af33a00d011e852753,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5200b34e6a519f289f5258de4554ebd3db12e822,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,11744076383013808,18787353556418560,UniswapV2,"{""tick"":4753,""liquidity"":""950441541794827708"",""squareRootPriceX96"":""1.00484063326642589014315817164e+29""}"
10,21519425,0xe2155f9c55a51caabe42b8082b5fef8af3e7479201021dd91fbcd76a10b54ecb,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x5200b34e6a519f289f5258de4554ebd3db12e822,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,11744076383013808,18787353556418560,UniswapV2,"{""tick"":4753,""liquidity"":""950441541794827708"",""squareRootPriceX96"":""1.00484063326642589014315817164e+29""}"
23,21519425,0x5ab0b1faacd7e0410e5a543a78b31adce553042d45fff9415766e51ffd57c6bf,0x5200b34e6a519f289f5258de4554ebd3db12e822,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,20057194963664897,11744075000614364,UniswapV2,"{""tick"":5292,""liquidity"":""950441541794827708"",""squareRootPriceX96"":""1.03228304438703826519345123966e+29""}"
2,21519428,0xaca23227cd410715d993ef0486195359ec684cb3290b83f44c616dd70ae1031c,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x85f17cf997934a597031b2e18a9ab6ebd4b9f6a4,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,353680448149856113272035466,1784533019,UniswapV2,"{""tick"":-398267,""liquidity"":""125259468980803602726"",""squareRootPriceX96"":""178262136438384533715""}"
9,21519428,0x71f40b1afbacc6dd00228f74cb0ec1ecb1590eae8b475c0db859a2e71bfba5ed,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x85f17cf997934a597031b2e18a9ab6ebd4b9f6a4,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,353680448149856113272035466,1784533019,UniswapV2,"{""tick"":-398267,""liquidity"":""125259468980803602726"",""squareRootPriceX96"":""178262136438384533715""}"
24,21519428,0x83e07d3385a604ca9e5b086928afe76c236275d85e6eccb76369f0c5d2540fbd,0x85f17cf997934a597031b2e18a9ab6ebd4b9f6a4,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,398409791,78027386479662063849752599,UniswapV2,"{""tick"":-398166,""liquidity"":""125259468980803602726"",""squareRootPriceX96"":""179171231613955424930""}"
79,21519429,0x9a45eba7d76b54ca10bdda1085b7ef5d6e03c53d07e352beb73e37a124b2d55c,0x05f226755b11cb3666340551ebbaa615cdfefdd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,425714902674241012891648,9465187975299072,UniswapV2,null
84,21519429,0x287dc04fb2a550c54d63a01262764b1744d1e530115efecf498eca629c00f74c,0x05f226755b11cb3666340551ebbaa615cdfefdd6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,425714902674241012891648,9465187975299072,UniswapV2,null
89,21519429,0x41a2fd9902aa0ff25d272525eda5723ef8b2fc001a0ef50d663a608b56a365fe,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x05f226755b11cb3666340551ebbaa615cdfefdd6,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,10315570025070592,425714902392766036180992,UniswapV2,null
5,21519430,0x50da6ba4f80224200ce73391784e5a95519803e9a8785c494a907448c8b5c603,0x8290333cef9e6d528dd5618fb97a76f268f3edd4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,32511622513688576,3180650596387037402063,UniswapV2,null
14,21519430,0x97a19e81da48619a639a502bf98a1e4b16f45899081a71f91747fbb2f34e9d28,0x8290333cef9e6d528dd5618fb97a76f268f3edd4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,32511622513688576,3180650596387037402063,UniswapV2,null
22,21519430,0xfafb7e94a4bf2474ac8b6e2078147cfe3e96097452f846dc43e1025c64a6dd05,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x8290333cef9e6d528dd5618fb97a76f268f3edd4,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x13dc0a39dc00f394e030b97b0b569dedbe634c0d,17010918231674269187901,161809615816753152,UniswapV2,null
35,21519431,0x342e61dac64ad9da2173c88019f9a21f50e2e7e67dcef85e60a96b108962d42f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x66761fa41377003622aee3c7675fc7b5c1c2fac5,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,6350258714802237997056,2823980979,UniswapV2,null
46,21519431,0x12e047319128e981e806ea48c9ece6cf5c3e093360a37fcb9cb8cd362e2f6556,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x66761fa41377003622aee3c7675fc7b5c1c2fac5,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,6350258714802237997056,2823980979,UniswapV2,null
60,21519431,0xe2c4544fe39b59b53afbe26d8618bd0a2fa376ce8823157eeacb73558646e4d2,0x66761fa41377003622aee3c7675fc7b5c1c2fac5,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,2833206403,6350258433327261286400,UniswapV2,null
39,21519431,0x342e61dac64ad9da2173c88019f9a21f50e2e7e67dcef85e60a96b108962d42f,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2025b2f4c7abe6dcb3843c62c32dfa14990a6269,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,561395059296043008,354674840184540889088,UniswapV2,null
55,21519431,0xdb46400d34833bfbf5a519f785b3272277b12caf53e7c11a26a7b864defd937b,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x2025b2f4c7abe6dcb3843c62c32dfa14990a6269,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,561395059296043008,354674840184540889088,UniswapV2,null
64,21519431,0xe2c4544fe39b59b53afbe26d8618bd0a2fa376ce8823157eeacb73558646e4d2,0x2025b2f4c7abe6dcb3843c62c32dfa14990a6269,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x1f2f10d1c40777ae1da742455c65828ff36df387,0x1f2f10d1c40777ae1da742455c65828ff36df387,354686645640888320000,559559119690792960,UniswapV2,null
